3500;0;40;1.50;1.08
3500;0;50;1.50;0.81
3500;0;60;1.50;1.07
3500;0;70;1.50;0.90
3500;0;80;1.50;0.80
3500;0;90;1.07;0.93
3500;0;100;0.80;1.02
3500;0;110;0.62;0.95
3500;0;120;0.27;0.81
3500;0;130;0.29;0.90
4000;0;60;1.50;0.90
4000;0;70;1.50;0.80
4000;0;80;1.50;0.88
4000;0;90;1.50;0.89
4000;0;100;1.02;1.15
4000;0;110;0.76;1.01
4000;0;120;0.53;0.96
4000;0;130;0.51;1.00
4000;0;140;0.22;0.76
4000;0;150;0.22;0.71
4500;0;60;1.50;0.87
4500;0;70;1.50;0.95
4500;0;80;1.50;1.03
4500;0;90;1.50;0.87
4500;0;100;1.50;0.77
4500;0;110;1.19;0.93
4500;0;120;0.93;1.11
4500;0;130;0.87;1.07
4500;0;140;0.46;1.02
4500;0;150;0.43;0.88
5000;0;90;1.50;0.91
5000;0;100;1.50;0.96
5000;0;110;1.50;1.01
5000;0;120;1.13;1.13
5000;0;130;0.97;1.03
5000;0;140;0.70;1.00
5000;0;150;0.70;1.03
5000;0;160;0.47;0.97
5000;0;170;0.37;0.91
5000;0;180;0.21;0.76
5000;0;190;0.12;0.53
5500;0;90;1.50;0.73
5500;0;100;1.50;0.78
5500;0;110;1.50;0.62
5500;0;120;1.50;0.86
5500;0;130;1.30;0.95
5500;0;140;0.99;1.01
5500;0;150;0.90;1.02
5500;0;160;0.79;1.06
5500;0;170;0.51;1.10
5500;0;180;0.37;0.72
5500;0;190;0.20;0.75
3500;-5;60;1.50;0.80
3500;-5;70;1.14;0.56
3500;-5;80;1.21;0.92
3500;-5;90;0.90;0.97
3500;-5;100;0.67;0.99
3500;-5;110;0.40;0.92
3500;-5;120;0.18;0.83
4000;-5;60;1.50;0.78
4000;-5;70;1.50;0.77
4000;-5;80;1.50;0.93
4000;-5;90;1.50;1.10
4000;-5;100;0.93;0.87
4000;-5;110;0.77;0.98
4000;-5;120;0.54;0.93
4000;-5;130;0.47;0.99
4000;-5;140;0.23;0.86
4000;-5;150;0.11;0.50
4500;-5;60;1.50;0.81
4500;-5;70;1.50;1.17
4500;-5;80;1.50;1.04
4500;-5;90;1.50;0.99
4500;-5;100;1.50;1.09
4500;-5;110;1.07;1.09
4500;-5;120;0.88;1.13
4500;-5;130;0.73;1.12
4500;-5;140;0.54;1.00
4500;-5;150;0.19;0.81
4500;-5;160;0.12;0.57
5000;-5;90;1.50;1.02
5000;-5;100;1.33;1.03
5000;-5;110;1.53;1.12
5000;-5;120;0.97;1.07
5000;-5;130;0.73;1.11
5000;-5;140;0.67;1.10
5000;-5;150;0.55;1.00
5000;-5;160;0.22;0.78
5000;-5;170;0.22;0.80
5000;-5;180;0.16;0.55
5500;-5;90;1.50;0.93
5500;-5;100;1.50;0.98
5500;-5;110;1.40;1.26
5500;-5;120;1.50;1.04
5500;-5;130;1.07;1.02
5500;-5;140;0.73;1.14
5500;-5;150;0.88;1.09
5500;-5;160;0.49;1.03
5500;-5;170;0.51;1.03
5500;-5;180;0.30;1.00
5500;-5;190;0.23;0.81
3500;-10;40;1.50;1.05
3500;-10;50;1.50;1.09
3500;-10;60;1.50;1.01
3500;-10;70;1.50;1.12
3500;-10;80;1.04;0.99
3500;-10;90;0.66;0.96
3500;-10;100;0.57;0.97
3500;-10;110;0.23;0.72
3500;-10;120;0.12;0.50
4000;-10;40;1.50;1.29
4000;-10;50;1.50;1.22
4000;-10;60;1.50;1.19
4000;-10;70;1.50;1.06
4000;-10;80;1.50;1.03
4000;-10;90;0.46;1.04
4000;-10;100;0.81;1.06
4000;-10;110;0.54;1.07
4000;-10;120;0.38;0.96
4000;-10;130;0.30;0.85
4000;-10;140;0.20;0.56
4500;-10;60;1.50;1.02
4500;-10;70;1.50;1.07
4500;-10;80;1.50;1.23
4500;-10;90;1.50;1.10
4500;-10;100;1.33;1.12
4500;-10;110;0.82;1.00
4500;-10;120;0.73;1.03
4500;-10;130;0.49;1.00
4500;-10;140;0.32;0.83
4500;-10;150;0.22;0.80
5000;-10;60;1.50;1.09
5000;-10;70;1.50;1.38
5000;-10;80;1.50;1.34
5000;-10;90;1.50;1.17
5000;-10;100;1.33;1.20
5000;-10;110;1.19;1.15
5000;-10;120;0.48;1.13
5000;-10;130;0.52;1.10
5000;-10;140;0.45;1.12
5000;-10;150;0.40;0.99
5000;-10;160;0.19;0.65
5500;-10;80;1.50;1.11
5500;-10;90;1.22;1.31
5500;-10;100;1.50;1.12
5500;-10;110;1.50;1.29
5500;-10;120;1.50;1.23
5500;-10;130;1.29;1.13
5500;-10;140;1.03;1.10
5500;-10;150;0.93;1.20
5500;-10;160;0.70;1.08
5500;-10;170;0.61;1.09
5500;-10;180;0.25;0.81
3500;-15;40;1.50;1.00
3500;-15;50;1.50;1.14
3500;-15;60;1.50;1.31
3500;-15;70;1.13;1.03
3500;-15;80;0.70;1.17
3500;-15;90;0.47;0.98
3500;-15;100;0.31;0.89
3500;-15;110;0.14;0.60
4000;-15;60;1.19;0.99
4000;-15;70;1.05;1.19
4000;-15;80;1.11;1.25
4000;-15;90;0.87;1.07
4000;-15;100;0.65;1.02
4000;-15;110;0.43;1.06
4000;-15;120;0.16;0.60
4500;-15;60;1.50;1.24
4500;-15;70;1.50;1.28
4500;-15;80;1.50;1.27
4500;-15;90;1.22;1.17
4500;-15;100;0.85;1.22
4500;-15;110;0.62;1.19
4500;-15;120;0.47;1.12
4500;-15;130;0.37;1.07
4500;-15;140;0.12;0.54
5000;-15;90;0.97;1.03
5000;-15;100;0.74;1.14
5000;-15;110;0.90;1.04
5000;-15;120;0.67;1.18
5000;-15;130;0.60;1.02
5000;-15;140;0.36;1.05
5000;-15;150;0.14;0.72
5000;-15;160;0.12;0.53
5500;-15;90;1.12;1.21
5500;-15;100;0.84;1.34
5500;-15;110;1.08;1.03
5500;-15;120;0.79;1.08
5500;-15;130;0.54;1.29
5500;-15;140;0.59;1.13
5500;-15;150;0.35;1.03
5500;-15;160;0.33;0.86
3500;-20;30;1.50;1.28
3500;-20;40;1.50;1.67
3500;-20;50;1.50;1.27
3500;-20;60;1.24;1.31
3500;-20;70;0.76;1.15
3500;-20;80;0.47;1.01
3500;-20;90;0.32;0.83
3500;-20;100;0.14;0.57
4000;-20;30;1.50;1.34
4000;-20;40;1.50;1.24
4000;-20;50;1.50;1.47
4000;-20;60;1.50;1.23
4000;-20;70;1.29;1.23
4000;-20;80;0.81;1.23
4000;-20;90;0.65;1.09
4000;-20;100;0.34;0.99
4000;-20;110;0.19;0.56
4500;-20;50;1.50;1.35
4500;-20;60;1.50;1.17
4500;-20;70;1.50;1.26
4500;-20;80;1.15;1.26
4500;-20;90;0.73;1.09
4500;-20;100;0.61;1.13
4500;-20;110;0.29;0.89
4500;-20;120;0.22;0.78
5000;-20;60;1.50;1.25
5000;-20;70;1.50;1.28
5000;-20;80;1.50;1.33
5000;-20;90;1.08;1.26
5000;-20;100;0.76;1.24
5000;-20;110;0.52;1.18
5000;-20;120;0.39;1.12
5000;-20;130;0.29;0.89
5500;-20;60;1.50;1.37
5500;-20;70;1.50;1.31
5500;-20;80;1.50;1.33
5500;-20;90;1.50;1.31
5500;-20;100;0.97;1.30
5500;-20;110;0.68;1.25
5500;-20;120;0.55;1.22
5500;-20;130;0.40;1.12
5500;-20;140;0.27;0.77
5500;-20;150;0.17;0.55
3500;5;60;1.50;0.97
3500;5;70;1.50;0.84
3500;5;80;1.50;0.82
3500;5;90;0.98;1.02
3500;5;100;0.68;1.08
3500;5;110;0.50;0.98
3500;5;120;0.25;0.75
3500;5;130;0.22;0.77
4000;5;60;1.50;0.95
4000;5;70;1.50;0.92
4000;5;80;1.50;1.01
4000;5;90;1.50;1.06
4000;5;100;1.13;1.05
4000;5;110;0.76;1.08
4000;5;120;0.58;0.96
4000;5;130;0.50;1.00
4000;5;140;0.25;0.73
4000;5;150;0.18;0.69
4500;5;60;1.50;1.14
4500;5;70;1.50;1.13
4500;5;80;1.50;1.05
4500;5;90;1.50;0.89
4500;5;100;1.50;0.99
4500;5;110;1.17;0.98
4500;5;120;1.02;1.10
4500;5;130;0.77;1.06
4500;5;140;0.64;1.05
4500;5;150;0.31;0.94
4500;5;160;0.32;0.91
5000;5;90;1.50;0.85
5000;5;100;1.19;1.10
5000;5;110;1.50;1.11
5000;5;120;1.00;1.08
5000;5;130;0.94;1.09
5000;5;140;0.74;1.05
5000;5;150;0.53;0.99
5000;5;160;0.35;0.86
5000;5;170;0.34;1.01
5000;5;180;0.28;0.72
5500;5;90;1.50;0.89
5500;5;100;1.50;0.85
5500;5;110;1.50;0.90
5500;5;120;1.42;1.09
5500;5;130;1.25;1.10
5500;5;140;1.04;1.07
5500;5;150;0.81;1.09
5500;5;160;0.77;1.07
5500;5;170;0.43;1.08
5500;5;180;0.40;1.01
5500;5;190;0.24;0.84
3500;10;40;1.50;1.17
3500;10;50;1.50;1.15
3500;10;60;1.50;1.05
3500;10;70;1.50;1.13
3500;10;80;1.07;0.96
3500;10;90;0.79;1.04
3500;10;100;0.58;0.93
3500;10;110;0.28;0.95
3500;10;120;0.26;0.53
4000;10;40;1.50;1.33
4000;10;50;1.50;1.10
4000;10;60;1.50;1.25
4000;10;70;1.50;1.09
4000;10;80;1.50;1.10
4000;10;90;1.17;1.09
4000;10;100;0.77;1.18
4000;10;110;0.57;1.11
4000;10;120;0.36;1.01
4000;10;130;0.30;0.90
4000;10;140;0.19;0.76
4500;10;60;1.50;0.89
4500;10;70;1.50;1.23
4500;10;80;1.50;1.03
4500;10;90;1.50;1.05
4500;10;100;1.15;1.06
4500;10;110;0.81;1.17
4500;10;120;0.69;1.18
4500;10;130;0.52;1.05
4500;10;140;0.48;1.01
4500;10;150;0.16;0.53
5000;10;60;1.50;0.89
5000;10;70;1.50;0.91
5000;10;80;1.50;1.03
5000;10;90;1.50;0.99
5000;10;100;1.50;1.09
5000;10;110;1.22;1.10
5000;10;120;0.87;0.95
5000;10;130;0.68;1.20
5000;10;140;0.50;0.99
5000;10;150;0.43;0.96
5000;10;160;0.18;0.70
5500;10;80;1.50;1.00
5500;10;90;1.50;1.10
5500;10;100;1.50;1.11
5500;10;110;1.50;1.14
5500;10;120;1.30;1.13
5500;10;130;1.01;1.17
5500;10;140;0.69;1.14
5500;10;150;0.62;1.17
5500;10;160;0.48;0.99
5500;10;170;0.43;1.05
5500;10;180;0.29;0.86
3500;10;40;1.50;1.28
3500;10;50;1.50;1.20
3500;10;60;1.50;1.21
3500;10;70;0.93;1.17
3500;10;80;0.69;1.13
3500;10;90;0.58;1.01
3500;10;100;0.28;0.81
3500;10;110;0.12;0.53
4000;15;60;1.31;1.08
4000;15;70;0.97;1.10
4000;15;80;1.02;1.03
4000;15;90;0.67;1.10
4000;15;100;0.53;1.17
4000;15;110;0.43;0.90
4000;15;130;0.17;0.53
4500;15;60;1.50;1.07
4500;15;70;1.50;1.06
4500;15;80;1.50;1.03
4500;15;90;0.97;1.20
4500;15;100;0.73;1.22
4500;15;110;0.60;1.17
4500;15;120;0.47;1.12
4500;15;130;0.32;0.89
5000;15;90;0.81;1.13
5000;15;100;0.71;1.14
5000;15;110;0.59;1.13
5000;15;120;0.59;1.12
5000;15;130;0.44;1.09
5000;15;140;0.32;0.86
5000;15;150;0.18;0.82
5500;15;90;1.31;1.12
5500;15;100;1.16;1.09
5500;15;110;1.02;1.14
5500;15;120;0.87;1.07
5500;15;130;0.67;1.17
5500;15;140;0.45;0.90
5500;15;150;0.30;0.98
5500;15;160;0.10;0.58
5500;15;170;0.24;0.60
3500;20;30;1.50;1.43
3500;20;40;1.50;1.42
3500;20;50;1.50;1.53
3500;20;60;0.93;1.21
3500;20;70;0.65;1.04
3500;20;80;0.44;1.01
3500;20;90;0.23;0.64
4000;20;30;1.50;1.45
4000;20;40;1.50;1.42
4000;20;50;1.50;1.27
4000;20;60;1.50;1.39
4000;20;70;0.99;1.30
4000;20;80;0.64;1.13
4000;20;90;0.49;1.04
4000;20;100;0.32;0.84
4000;20;110;0.23;0.59
4500;20;50;1.50;1.25
4500;20;60;1.50;1.29
4500;20;70;1.50;1.26
4500;20;80;1.02;1.25
4500;20;90;0.75;1.39
4500;20;100;0.44;1.10
4500;20;110;0.34;1.09
4500;20;120;0.12;0.72
5000;20;60;1.50;1.04
5000;20;70;1.43;1.02
5000;20;80;1.45;1.28
5000;20;90;0.94;1.31
5000;20;100;0.79;1.27
5000;20;110;0.61;1.06
5000;20;120;0.31;1.03
5000;20;130;0.27;0.76
5500;20;60;1.50;1.40
5500;20;70;1.50;1.39
5500;20;80;1.50;1.29
5500;20;90;1.50;1.33
5500;20;100;1.05;1.30
5500;20;110;0.73;1.28
5500;20;120;0.51;1.26
5500;20;130;0.45;1.13
5500;20;140;0.20;0.85
5500;20;150;0.16;0.69
